Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry__atr(H,L,C,14)","Exit__atr(H,L,C,14)","Entry__ema(C,50)","Exit__ema(C,50)","Entry__ema(C,200)","Exit__ema(C,200)"
-8304,428,490,1.183141709223363,1.1808545455294353,1.1840351514901883,1.1808545455294353,18.992607314375405,0.0,0.0019331274319024372,2020-09-07 09:00:00+00:00,2020-09-08 00:30:00+00:00,0 days 15:30:00,C_short,0.0008291312914965876,0.00040110585730701153,1.183538845599255,1.1817913262484525,1.1841765045839943,1.1830689800937757
-8337,517,519,1.1806419380228066,1.181600945017124,1.181600945017124,1.1781571649486273,-7.995241311625012,0.0,-0.0008122759012978431,2020-09-08 07:15:00+00:00,2020-09-08 07:45:00+00:00,0 days 00:30:00,C_short,0.0008328190148409498,0.0008559396155916423,1.1811665895391605,1.181198924061332,1.1825254297100303,1.1825068181962555
-8330,524,530,1.180741928870829,1.1780671009563901,1.1817376330145366,1.1780671009563901,22.28131652727561,0.0,0.002265378952873154,2020-09-08 09:00:00+00:00,2020-09-08 10:30:00+00:00,0 days 01:30:00,C_short,0.0008939486125983105,0.0010914463138613217,1.1812091226318304,1.1808634091707646,1.1824463160977452,1.1822821358357385
-8370,601,601,1.177732204345359,1.17825696613081,1.17825696613081,1.17658910160757,-4.3922561442241275,0.0,-0.0004455697004079884,2020-09-09 04:15:00+00:00,2020-09-09 04:15:00+00:00,0 days 00:00:00,C_short,0.00042403731336872457,0.00042403731336872457,1.177932381674235,1.177932381674235,1.1801493612502252,1.1801493612502252
-8365,603,609,1.1778021979389746,1.176629502985241,1.1783234990049196,1.176629502985241,9.809593287981746,0.0,0.0009956637504885402,2020-09-09 04:45:00+00:00,2020-09-09 06:15:00+00:00,0 days 01:30:00,C_short,0.00040703247093029215,0.0005070734462752052,1.1779279309495727,1.1778571573441452,1.180104323033345,1.1799595237143754
8334,780,800,1.1835883118261856,1.1829846991853394,1.1829846991853394,1.184965902443982,-5.030507748812106,0.0,-0.000509985300475635,2020-09-11 01:00:00+00:00,2020-09-11 06:00:00+00:00,0 days 05:00:00,C_long,0.0005092607060392684,0.00048148227114062534,1.1834410643777056,1.1834604456766622,1.1823357283346212,1.1825423081638275
8329,802,810,1.1836783200629655,1.1850558539049658,1.183061382031678,1.1850558539049658,11.47347937002087,0.0,0.0011637738215286575,2020-09-11 06:30:00+00:00,2020-09-11 08:30:00+00:00,0 days 02:00:00,C_long,0.0005188022392122971,0.0009673797255897493,1.1834708458553118,1.1836675138313164,1.1825631564960208,1.1826858230349664
8332,828,835,1.1847484179891272,1.1837510196379264,1.1837510196379264,1.187266941086221,-8.310323062205306,0.0,-0.00084186510490869,2020-09-11 13:00:00+00:00,2020-09-11 14:45:00+00:00,0 days 01:45:00,C_long,0.0009671163137971832,0.0010220305706799785,1.1846673005334538,1.1845614116650416,1.183183622044362,1.1832568240139556
8329,854,874,1.184148363077261,1.183272357565329,1.183272357565329,1.1863029273040127,-7.296249908880785,0.0,-0.0007397768212552558,2020-09-11 19:30:00+00:00,2020-09-14 00:30:00+00:00,2 days 05:00:00,C_long,0.0007312901100480927,0.0004149488382840772,1.1839531809697774,1.1839567509469837,1.1832839367230454,1.1834111031420227
8323,877,895,1.1841083594164699,1.1853600847156003,1.1835199717614666,1.1853600847156003,10.418109664662518,0.0,0.0010571036756696905,2020-09-14 01:15:00+00:00,2020-09-14 05:45:00+00:00,0 days 04:30:00,C_long,0.0004546911400622501,0.00035725575001954404,1.183954764247248,1.1843944992583917,1.183426433049712,1.1836515385348387
8326,899,899,1.1849084326322918,1.1843458782569503,1.1843458782569503,1.1861223652291493,-4.683827729094029,0.0,-0.00047476611681451786,2020-09-14 06:45:00+00:00,2020-09-14 06:45:00+00:00,0 days 00:00:00,C_long,0.0004662388439764344,0.0004662388439764344,1.1844244250568872,1.1844244250568872,1.1836887712405595,1.1836887712405595
8320,901,904,1.1852384628338184,1.1868102209943385,1.1845699263352205,1.1868102209943385,13.077027895527493,0.0,0.0013261113352347476,2020-09-14 07:15:00+00:00,2020-09-14 08:00:00+00:00,0 days 00:45:00,C_long,0.0005893971761423135,0.0006303186951065709,1.184499855656127,1.1847058214268096,1.1837226828518452,1.1837991581115201
8320,949,951,1.1867686028590778,1.1862506141678946,1.1862506141678946,1.1879281574963159,-4.309665910644611,0.0,-0.0004364698307112169,2020-09-14 19:15:00+00:00,2020-09-14 19:45:00+00:00,0 days 00:30:00,C_long,0.00040213438782460084,0.0004459587179660428,1.1865375629936958,1.1865406492686905,1.1849326723900295,1.1849653548010586
